,band_combo,banded,bird,get_banded_display,get_life_stage_guess_display,get_sex_guess_display,id,life_stage_guess,revisit,sex_guess,sighting,sighting__date_sighted,sighting__point_location,sighting__time_sighted
7824,White O on Orange,readable,"{'slug': 'hohoro', 'status': 'Alive', 'sex': 'Male', 'bird_extended': {'description': 'Hohoro was caught and banded in October 2016 as a juvenile. He can often be seen in Arthur\'s Pass township opposite the store. Hohoro is a Maori word that translates to ""be quick, speedy, fast, swift"".\r\n\r\nHohoro was our very first sponsored kea. Thank you Christchurch Gondola for having early confidence in the Kea Sightings Project.', 'is_featured': False, 'sponsor_name': 'Christchurch Gondola', 'sponsor_website': 'http://welcomeaboard.co.nz/gondola/', 'profile_picture': {'large': 'https://media.keadatabase.nz/media/__sized__/birds/hohoro/Hohoro_Paul_Guest-crop-c0-5__0-5-500x500-70.jpg', 'thumbnail': 'https://media.keadatabase.nz/media/__sized__/birds/hohoro/Hohoro_Paul_Guest-crop-c0-5__0-5-350x250-70.jpg', 'full_size': 'https://media.keadatabase.nz/media/birds/hohoro/Hohoro_Paul_Guest.jpg'}, 'profile_picture_attribution': 'Paul Guest'}, 'get_age': 5, 'get_life_stage': 'Adult', 'study_area': 'Waimakariri', 'band_combo': 'White O on Orange', 'name': 'Hohoro', 'birthday': '2014-01-01', 'primary_band': 'V-2320', 'date_modified': '2018-04-04T11:00:24.112833+12:00', 'date_imported': '2017-06-28T00:21:22.562971+12:00'}","Banded, readable",Adult,Male,120,adult,False,male,51,2017-08-12,"{'type': 'Point', 'coordinates': [171.57005310058557, -42.95277066833713]}",17:00:00
7825,Bands with orange faded paint,readable,"{'slug': 'jesse', 'status': 'Alive', 'sex': 'Male', 'bird_extended': {'description': ""Jesse can often be found investigating Deaths Corner or Candy's Bend.\r\n\r\nFor a long time he sported 'old style' metal bands which lost most of their colour—you could often make out the number on his metal band (V-0026) or small amounts of colour in the original orange bands.\r\n\r\nIn August 2018 he was rebanded with brand new bright plastic bands.\r\n\r\nWe think Jesse is at least 9 years old."", 'is_featured': False, 'sponsor_name': None, 'sponsor_website': None, 'profile_picture': {'large': 'https://media.keadatabase.nz/media/__sized__/birds/jesse/2017-03-16_10.22.22-crop-c0-5__0-5-500x500-70.jpg', 'thumbnail': 'https://media.keadatabase.nz/media/__sized__/birds/jesse/2017-03-16_10.22.22-crop-c0-5__0-5-350x250-70.jpg', 'full_size': 'https://media.keadatabase.nz/media/birds/jesse/2017-03-16_10.22.22.jpg'}, 'profile_picture_attribution': 'Martina Scheistl'}, 'get_age': 9, 'get_life_stage': 'Adult', 'study_area': 'Waimakariri', 'band_combo': 'Black H on Light Blue', 'name': 'Jesse', 'birthday': '2010-01-01', 'primary_band': 'V-0026', 'date_modified': '2018-04-04T11:00:32.202093+12:00', 'date_imported': '2017-06-28T00:21:23.326995+12:00'}","Banded, readable",Adult,Male,123,adult,False,male,51,2017-08-12,"{'type': 'Point', 'coordinates': [171.57005310058557, -42.95277066833713]}",17:00:00
7826,Red C on White,readable,"{'slug': 'ya-se', 'status': 'Alive', 'sex': 'Male', 'bird_extended': {'description': ""Ya se was banded in Arthur's Pass township in October 2016 by Laura Young as an adult. He is often sighted in Arthur's Pass township opposite the store. The naming rights was a gift from the Christchurch Gondola to the Chinese Consulate. Ya se in Chinese translates to 'Arthur' in English."", 'is_featured': False, 'sponsor_name': 'Chinese Consulate', 'sponsor_website': 'http://welcomeaboard.co.nz/gondola/', 'profile_picture': {'large': 'https://media.keadatabase.nz/media/__sized__/birds/ya-se/YaSe1-crop-c0-62__0-29-500x500-70.JPG', 'thumbnail': 'https://media.keadatabase.nz/media/__sized__/birds/ya-se/YaSe1-crop-c0-62__0-29-350x250-70.JPG', 'full_size': 'https://media.keadatabase.nz/media/birds/ya-se/YaSe1.JPG'}, 'profile_picture_attribution': 'Mark Brabyn'}, 'get_age': 7, 'get_life_stage': 'Adult', 'study_area': 'Waimakariri', 'band_combo': 'Red C on White', 'name': 'Ya se', 'birthday': '2012-01-01', 'primary_band': 'V-0376', 'date_modified': '2018-04-04T11:00:44.157625+12:00', 'date_imported': '2017-06-28T00:21:35.944724+12:00'}","Banded, readable",Adult,Male,121,adult,False,male,51,2017-08-12,"{'type': 'Point', 'coordinates': [171.57005310058557, -42.95277066833713]}",17:00:00
7827,2 older metal bands,unreadable,,"Banded, unreadable",Adult,Male,1413,adult,False,male,592,2017-08-12,"{'type': 'Point', 'coordinates': [171.5617221593857, -42.93943599529654]}",12:45:00
7828,,unreadable,,"Banded, unreadable",Adult,Male,1414,adult,False,male,592,2017-08-12,"{'type': 'Point', 'coordinates': [171.5617221593857, -42.93943599529654]}",12:45:00
7829,Yellow 6 on Blue,readable,"{'slug': 'jack', 'status': 'Alive', 'sex': 'Male', 'bird_extended': {'description': 'Jack usually likes investigating all of the comings and goings on the Milford Road.', 'is_featured': False, 'sponsor_name': 'Laurie Winter Photography', 'sponsor_website': 'http://www.lauriewinterphotography.com', 'profile_picture': {'large': 'https://media.keadatabase.nz/media/__sized__/birds/jack/DSC_1213-3-crop-c0-5__0-5-500x500-70.jpg', 'thumbnail': 'https://media.keadatabase.nz/media/__sized__/birds/jack/DSC_1213-3-crop-c0-5__0-5-350x250-70.jpg', 'full_size': 'https://media.keadatabase.nz/media/birds/jack/DSC_1213-3.jpg'}, 'profile_picture_attribution': 'Anja Kohler'}, 'get_age': 13, 'get_life_stage': 'Adult', 'study_area': 'Fiordland', 'band_combo': 'Yellow 6 on Blue', 'name': 'Jack', 'birthday': '2006-01-01', 'primary_band': 'V-0013', 'date_modified': '2018-04-04T11:00:31.969205+12:00', 'date_imported': '2017-06-28T00:21:22.998638+12:00'}","Banded, readable",,,3970,,False,,1896,2017-08-11,"{'type': 'Point', 'coordinates': [167.94765472412104, -44.72149064511307]}",13:35:00
7830,,unknown,,Couldn't tell,,,106,,False,,42,2017-08-07,"{'type': 'Point', 'coordinates': [171.56730651855472, -42.939962231415954]}",17:00:00
7831,,unreadable,,"Banded, unreadable",,,109,,False,,42,2017-08-07,"{'type': 'Point', 'coordinates': [171.56730651855472, -42.939962231415954]}",17:00:00
7832,,unreadable,,"Banded, unreadable",,,108,,False,,42,2017-08-07,"{'type': 'Point', 'coordinates': [171.56730651855472, -42.939962231415954]}",17:00:00
7833,,unknown,,Couldn't tell,,,107,,False,,42,2017-08-07,"{'type': 'Point', 'coordinates': [171.56730651855472, -42.939962231415954]}",17:00:00
7834,,unknown,,Couldn't tell,,,105,,False,,42,2017-08-07,"{'type': 'Point', 'coordinates': [171.56730651855472, -42.939962231415954]}",17:00:00
7835,,unknown,,Couldn't tell,,,104,,False,,42,2017-08-07,"{'type': 'Point', 'coordinates': [171.56730651855472, -42.939962231415954]}",17:00:00
7836,,unknown,,Couldn't tell,,,103,,False,,42,2017-08-07,"{'type': 'Point', 'coordinates': [171.56730651855472, -42.939962231415954]}",17:00:00
7837,,unreadable,,"Banded, unreadable",Juvenile,,77,juvenile,False,,28,2017-08-07,"{'type': 'Point', 'coordinates': [171.55642747878034, -42.88829110747293]}",13:08:00
7838,White D on Blue,readable,"{'slug': 'wananga', 'status': 'Alive', 'sex': 'Male', 'bird_extended': {'description': 'Update: 29th November 2017\r\nIn October 2017, Wānanga was caught and taken in for treatment at the South Island Wildlife Hospital for lead poisoning. Wānanga has had several weeks of chelation treatment before being declared ""lead-free"" and has now been released near Arthur\'s Pass. \r\n\r\nWānanga has been in good company - his buddy Kerewa was also in for lead poisoning treatment. They were looked after exceptionally well by the amazing team at the South Island Wildlife Hospital in Christchurch getting lots of stimulation and activity during their stay. \r\n\r\nPlease keep an eye out for Wānanga and Kerewa and report any sightings into the sightings database so we can keep track of how they\'re doing post-treatment.\r\n\r\nThe Arthur\'s Pass community is working on removing lead from key buildings in Arthur\'s Pass village where kea eat the lead (which tastes sweet to them) and accumulates in their body. Hopefully in a few more years, no more kea will need to be treated for lead poisoining. If you wish to donate to this lead removal project, please contact the Arthur\'s Pass Wildlife Trust or the Kea Conservation Trust to make a donation. \r\n\r\nWānanga was banded at Death\'s Corner by Corey Mosen in April 2017. His Māori name \'Wānanga\' translates to: instructor, wise person, sage, authority, expert, guru, philosopher, savant.', 'is_featured': True, 'sponsor_name': None, 'sponsor_website': None, 'profile_picture': {'large': 'https://media.keadatabase.nz/media/__sized__/birds/wananga/Wananga-crop-c0-41__0-49-500x500-70.jpg', 'thumbnail': 'https://media.keadatabase.nz/media/__sized__/birds/wananga/Wananga-crop-c0-41__0-49-350x250-70.jpg', 'full_size': 'https://media.keadatabase.nz/media/birds/wananga/Wananga.jpg'}, 'profile_picture_attribution': None}, 'get_age': 2, 'get_life_stage': 'Sub-Adult', 'study_area': 'Waimakariri', 'band_combo': 'White D on Blue', 'name': 'Wananga', 'birthday': '2017-01-01', 'primary_band': 'V-2590', 'date_modified': '2018-04-04T11:00:43.566346+12:00', 'date_imported': '2017-06-28T00:21:37.587267+12:00'}","Banded, readable",Juvenile,,74,juvenile,False,,28,2017-08-07,"{'type': 'Point', 'coordinates': [171.55642747878034, -42.88829110747293]}",13:08:00
7839,Yellow G on Black,readable,"{'slug': 'tuhura', 'status': 'Alive', 'sex': 'Male', 'bird_extended': {'description': 'Tuhura (meaning ""explore"") was banded at Deaths Corner in April 2017 as a fledgling. Valarie, Jane Goodall and Hopey were all banded at a similar time to Tuhura and some of them are likely to be his siblings.\r\n\r\nTuhura\'s name was chosen after a naming poll by Active Adventures who are one of the major sponsors of this project. \r\n\r\nUpdate August/September 2018: Wondering why Tuhura  - one of the most highly sighted kea - hasn\'t been seen for a while? He spends a lot of his time in the carpark overlooking the Otira Viaduct. In late August, he was hit by a car or had some sort of collision accident in the carpark and was found by the team looking very concussed, injured and worse for wear. We took him into the South Island Wildlife Hospital straight away and he has been treated by the wonderful team there. He has had to have eye surgery and now one eye has been removed. We\'ll provide more information as it comes to light.\r\n\r\nUpdate: October 2018: Tuhura is back! After amazing treatment by Dr Pauline and team after his accident, Tuhura was released back into the wild in mid October. He has regularly been seen by visitors and seems to be coping well with his missing eye, compensating in other ways. Please take special care around this bird as his responses are still compromised as he gets used to living with just one eye.', 'is_featured': True, 'sponsor_name': 'Active Adventures', 'sponsor_website': 'http://activeadventures.com/', 'profile_picture': {'large': 'https://media.keadatabase.nz/media/__sized__/birds/tuhura/tuhura2-crop-c0-45__0-28-500x500-70.jpg', 'thumbnail': 'https://media.keadatabase.nz/media/__sized__/birds/tuhura/tuhura2-crop-c0-45__0-28-350x250-70.jpg', 'full_size': 'https://media.keadatabase.nz/media/birds/tuhura/tuhura2.jpg'}, 'profile_picture_attribution': 'George Moon'}, 'get_age': 2, 'get_life_stage': 'Sub-Adult', 'study_area': 'Waimakariri', 'band_combo': 'Yellow G on Black', 'name': 'Tuhura', 'birthday': '2017-01-01', 'primary_band': 'V-2561', 'date_modified': '2018-04-04T11:00:42.640362+12:00', 'date_imported': '2017-08-04T17:36:42+12:00'}","Banded, readable",Juvenile,,75,juvenile,False,,28,2017-08-07,"{'type': 'Point', 'coordinates': [171.55642747878034, -42.88829110747293]}",13:08:00
7840,,unbanded,,Not banded,Juvenile,,76,juvenile,False,,28,2017-08-07,"{'type': 'Point', 'coordinates': [171.55642747878034, -42.88829110747293]}",13:08:00
7841,,unknown,,Couldn't tell,,,117,,False,,48,2017-08-06,"{'type': 'Point', 'coordinates': [170.0771999359128, -43.83328850205069]}",10:00:00
7842,,unbanded,,Not banded,Adult,,130,adult,False,,52,2017-08-05,"{'type': 'Point', 'coordinates': [171.52430534362756, -42.90042702718413]}",16:00:00
7843,,unbanded,,Not banded,Juvenile,,133,juvenile,False,,52,2017-08-05,"{'type': 'Point', 'coordinates': [171.52430534362756, -42.90042702718413]}",16:00:00
7844,,unbanded,,Not banded,Juvenile,,132,juvenile,False,,52,2017-08-05,"{'type': 'Point', 'coordinates': [171.52430534362756, -42.90042702718413]}",16:00:00
7845,Possibly blue/black on white,unreadable,,"Banded, unreadable",Adult,,128,adult,False,,52,2017-08-05,"{'type': 'Point', 'coordinates': [171.52430534362756, -42.90042702718413]}",16:00:00
7846,,unbanded,,Not banded,Adult,,129,adult,False,,52,2017-08-05,"{'type': 'Point', 'coordinates': [171.52430534362756, -42.90042702718413]}",16:00:00
7847,,unbanded,,Not banded,Juvenile,,131,juvenile,False,,52,2017-08-05,"{'type': 'Point', 'coordinates': [171.52430534362756, -42.90042702718413]}",16:00:00
7848,,unreadable,,"Banded, unreadable",,,143,,False,,58,2017-08-05,"{'type': 'Point', 'coordinates': [171.550644636154, -42.88871559056575]}",15:00:00
7849,,unbanded,,Not banded,,,102,,False,,40,2017-08-05,"{'type': 'Point', 'coordinates': [171.64309501650666, -43.27314342427918]}",14:00:00
7850,,unbanded,,Not banded,,,100,,False,,40,2017-08-05,"{'type': 'Point', 'coordinates': [171.64309501650666, -43.27314342427918]}",14:00:00
7851,,unreadable,,"Banded, unreadable",Adult,,204,adult,False,,77,2017-08-05,"{'type': 'Point', 'coordinates': [171.55612707138033, -42.888165334147715]}",13:30:00
7852,,unreadable,,"Banded, unreadable",Adult,,203,adult,False,,77,2017-08-05,"{'type': 'Point', 'coordinates': [171.55612707138033, -42.888165334147715]}",13:30:00
7853,,unbanded,,Not banded,Juvenile,Female,68,juvenile,False,female,23,2017-08-05,"{'type': 'Point', 'coordinates': [171.54011964797945, -43.496133448702864]}",12:30:00
7854,Black R on Yellow,readable,"{'slug': 'percy', 'status': 'Alive', 'sex': 'Male', 'bird_extended': {'description': 'This male juvenile kea was banded at Mt. Hutt Ski Area in August 2017 by Mark Brabyn and George Moon. \r\n\r\nHe had some rubbish (rope material) stuck around one of his feet, which we were fortunately able to remove. \r\n\r\nMt. Hutt held a naming competition on Facebook, with Percy winning the poll by a wide margin.\r\n\r\nPercy has been sighted hanging out with a juvenile female kea in the car-park.', 'is_featured': False, 'sponsor_name': 'Mt Hutt (NZ Ski)', 'sponsor_website': 'https://www.nzski.com/mt-hutt', 'profile_picture': {'large': 'https://media.keadatabase.nz/media/__sized__/birds/percy/P1030377-crop-c0-33__0-69-500x500-70.JPG', 'thumbnail': 'https://media.keadatabase.nz/media/__sized__/birds/percy/P1030377-crop-c0-33__0-69-350x250-70.JPG', 'full_size': 'https://media.keadatabase.nz/media/birds/percy/P1030377.JPG'}, 'profile_picture_attribution': 'Matai Brabyn'}, 'get_age': 2, 'get_life_stage': 'Sub-Adult', 'study_area': 'Waimakariri', 'band_combo': 'Black R on Yellow', 'name': 'Percy', 'birthday': '2017-01-01', 'primary_band': 'V-2641', 'date_modified': '2018-04-04T11:00:38.231505+12:00', 'date_imported': '2017-09-12T14:49:51+12:00'}","Banded, readable",Juvenile,Male,69,juvenile,False,male,23,2017-08-05,"{'type': 'Point', 'coordinates': [171.54011964797945, -43.496133448702864]}",12:30:00
7855,,unknown,,Couldn't tell,,,181,,False,,69,2017-08-04,"{'type': 'Point', 'coordinates': [171.7422938346858, -43.30669646120326]}",15:00:00
7856,,unbanded,,Not banded,Adult,Male,66,adult,False,male,22,2017-08-04,"{'type': 'Point', 'coordinates': [171.64341602307115, -43.27336214875193]}",11:35:00
7857,,unbanded,,Not banded,Juvenile,Male,67,juvenile,False,male,22,2017-08-04,"{'type': 'Point', 'coordinates': [171.64341602307115, -43.27336214875193]}",11:35:00
7858,,unbanded,,Not banded,,,404,,False,,132,2017-08-03,"{'type': 'Point', 'coordinates': [171.71045064926128, -43.30962828883787]}",13:00:00
7859,,unknown,,Couldn't tell,,,64,,False,,21,2017-08-03,"{'type': 'Point', 'coordinates': [171.53996944427496, -43.49532103600864]}",13:00:00
7860,,unknown,,Couldn't tell,,,65,,False,,21,2017-08-03,"{'type': 'Point', 'coordinates': [171.53996944427496, -43.49532103600864]}",13:00:00
7861,Blue Yellow Silver,readable,,"Banded, readable",Juvenile,,99,juvenile,False,,39,2017-08-01,"{'type': 'Point', 'coordinates': [171.55644893646203, -42.8883172059469]}",10:30:00
7862,,unknown,,Couldn't tell,,,172,,False,,67,2017-07-31,"{'type': 'Point', 'coordinates': [171.52653694152863, -42.915923575928126]}",09:30:00
7863,,unknown,,Couldn't tell,,,173,,False,,67,2017-07-31,"{'type': 'Point', 'coordinates': [171.52653694152863, -42.915923575928126]}",09:30:00
7864,Yellow band black C,readable,"{'slug': 'schist', 'status': 'Alive', 'sex': 'Male', 'bird_extended': {'description': 'Schist is often at Deaths Corner, the lookout above the Otira Viaduct. Until this year, he hung out there a lot more often than he does these days. \r\n\r\nSchist was banded years ago and fitted with plastic bands ""Black C on Yellow"". However, he lost one of his plastic leg bands and the other one was so worn due to his habits of scuffing about on the rocks, so his plastic bands were replaced in October 2018 with ""Yellow W on Red"". \r\n\r\nJohn Carston from Fab Plastics has generously provided brochure holders for this project to help us get information in huts and ski lodges throughout the South Island.', 'is_featured': False, 'sponsor_name': 'Fab Plastics', 'sponsor_website': 'http://www.fabplastics.co.nz/', 'profile_picture': {'large': 'https://media.keadatabase.nz/media/__sized__/birds/schist/Schist_new_bands_Yellow_W_on_Red-crop-c0-55__0-24-500x500-70.jpg', 'thumbnail': 'https://media.keadatabase.nz/media/__sized__/birds/schist/Schist_new_bands_Yellow_W_on_Red-crop-c0-55__0-24-350x250-70.jpg', 'full_size': 'https://media.keadatabase.nz/media/birds/schist/Schist_new_bands_Yellow_W_on_Red.jpg'}, 'profile_picture_attribution': 'Klaus Johansen'}, 'get_age': 8, 'get_life_stage': 'Adult', 'study_area': 'Waimakariri', 'band_combo': 'Yellow W on Red', 'name': 'Schist', 'birthday': '2011-01-01', 'primary_band': 'V-1521', 'date_modified': '2018-04-04T11:00:40.405751+12:00', 'date_imported': '2017-06-28T00:21:31.155678+12:00'}","Banded, readable",,,308,,False,,106,2017-07-30,"{'type': 'Point', 'coordinates': [171.55614852905305, -42.888165334147715]}",14:25:00
7865,Black band yellow G,readable,"{'slug': 'tuhura', 'status': 'Alive', 'sex': 'Male', 'bird_extended': {'description': 'Tuhura (meaning ""explore"") was banded at Deaths Corner in April 2017 as a fledgling. Valarie, Jane Goodall and Hopey were all banded at a similar time to Tuhura and some of them are likely to be his siblings.\r\n\r\nTuhura\'s name was chosen after a naming poll by Active Adventures who are one of the major sponsors of this project. \r\n\r\nUpdate August/September 2018: Wondering why Tuhura  - one of the most highly sighted kea - hasn\'t been seen for a while? He spends a lot of his time in the carpark overlooking the Otira Viaduct. In late August, he was hit by a car or had some sort of collision accident in the carpark and was found by the team looking very concussed, injured and worse for wear. We took him into the South Island Wildlife Hospital straight away and he has been treated by the wonderful team there. He has had to have eye surgery and now one eye has been removed. We\'ll provide more information as it comes to light.\r\n\r\nUpdate: October 2018: Tuhura is back! After amazing treatment by Dr Pauline and team after his accident, Tuhura was released back into the wild in mid October. He has regularly been seen by visitors and seems to be coping well with his missing eye, compensating in other ways. Please take special care around this bird as his responses are still compromised as he gets used to living with just one eye.', 'is_featured': True, 'sponsor_name': 'Active Adventures', 'sponsor_website': 'http://activeadventures.com/', 'profile_picture': {'large': 'https://media.keadatabase.nz/media/__sized__/birds/tuhura/tuhura2-crop-c0-45__0-28-500x500-70.jpg', 'thumbnail': 'https://media.keadatabase.nz/media/__sized__/birds/tuhura/tuhura2-crop-c0-45__0-28-350x250-70.jpg', 'full_size': 'https://media.keadatabase.nz/media/birds/tuhura/tuhura2.jpg'}, 'profile_picture_attribution': 'George Moon'}, 'get_age': 2, 'get_life_stage': 'Sub-Adult', 'study_area': 'Waimakariri', 'band_combo': 'Yellow G on Black', 'name': 'Tuhura', 'birthday': '2017-01-01', 'primary_band': 'V-2561', 'date_modified': '2018-04-04T11:00:42.640362+12:00', 'date_imported': '2017-08-04T17:36:42+12:00'}","Banded, readable",,,306,,False,,106,2017-07-30,"{'type': 'Point', 'coordinates': [171.55614852905305, -42.888165334147715]}",14:25:00
7866,Blue band White D,readable,"{'slug': 'wananga', 'status': 'Alive', 'sex': 'Male', 'bird_extended': {'description': 'Update: 29th November 2017\r\nIn October 2017, Wānanga was caught and taken in for treatment at the South Island Wildlife Hospital for lead poisoning. Wānanga has had several weeks of chelation treatment before being declared ""lead-free"" and has now been released near Arthur\'s Pass. \r\n\r\nWānanga has been in good company - his buddy Kerewa was also in for lead poisoning treatment. They were looked after exceptionally well by the amazing team at the South Island Wildlife Hospital in Christchurch getting lots of stimulation and activity during their stay. \r\n\r\nPlease keep an eye out for Wānanga and Kerewa and report any sightings into the sightings database so we can keep track of how they\'re doing post-treatment.\r\n\r\nThe Arthur\'s Pass community is working on removing lead from key buildings in Arthur\'s Pass village where kea eat the lead (which tastes sweet to them) and accumulates in their body. Hopefully in a few more years, no more kea will need to be treated for lead poisoining. If you wish to donate to this lead removal project, please contact the Arthur\'s Pass Wildlife Trust or the Kea Conservation Trust to make a donation. \r\n\r\nWānanga was banded at Death\'s Corner by Corey Mosen in April 2017. His Māori name \'Wānanga\' translates to: instructor, wise person, sage, authority, expert, guru, philosopher, savant.', 'is_featured': True, 'sponsor_name': None, 'sponsor_website': None, 'profile_picture': {'large': 'https://media.keadatabase.nz/media/__sized__/birds/wananga/Wananga-crop-c0-41__0-49-500x500-70.jpg', 'thumbnail': 'https://media.keadatabase.nz/media/__sized__/birds/wananga/Wananga-crop-c0-41__0-49-350x250-70.jpg', 'full_size': 'https://media.keadatabase.nz/media/birds/wananga/Wananga.jpg'}, 'profile_picture_attribution': None}, 'get_age': 2, 'get_life_stage': 'Sub-Adult', 'study_area': 'Waimakariri', 'band_combo': 'White D on Blue', 'name': 'Wananga', 'birthday': '2017-01-01', 'primary_band': 'V-2590', 'date_modified': '2018-04-04T11:00:43.566346+12:00', 'date_imported': '2017-06-28T00:21:37.587267+12:00'}","Banded, readable",,,305,,False,,106,2017-07-30,"{'type': 'Point', 'coordinates': [171.55614852905305, -42.888165334147715]}",14:25:00
7867,,unbanded,,Not banded,Juvenile,,307,juvenile,False,,106,2017-07-30,"{'type': 'Point', 'coordinates': [171.55614852905305, -42.888165334147715]}",14:25:00
7868,,unknown,,Couldn't tell,,,46,,False,,13,2017-07-29,"{'type': 'Point', 'coordinates': [171.53932571411153, -43.49577154178826]}",15:00:00
7869,,unbanded,,Not banded,,,45,,False,,13,2017-07-29,"{'type': 'Point', 'coordinates': [171.53932571411153, -43.49577154178826]}",15:00:00
7870,"V-2628, Black * on Grey",readable,"{'slug': 'andrew', 'status': 'Dead', 'sex': 'Male', 'bird_extended': {'description': 'In August 2016 Andrew was caught by DOC Kea Guru Corey Mosen and taken into the South Island Wildlife Hospital to have treatment for lead poisoning. After a few weeks, he was then released back into the wilderness.\r\n\r\nUnfortunately Andrew was killed at the Temple Basin Ski Area in July 2017 (chewing power lines).', 'is_featured': False, 'sponsor_name': None, 'sponsor_website': None, 'profile_picture': {'large': 'https://media.keadatabase.nz/media/__sized__/birds/andrew/Andrew2-crop-c0-64__0-36-500x500-70.jpg', 'thumbnail': 'https://media.keadatabase.nz/media/__sized__/birds/andrew/Andrew2-crop-c0-64__0-36-350x250-70.jpg', 'full_size': 'https://media.keadatabase.nz/media/birds/andrew/Andrew2.jpg'}, 'profile_picture_attribution': 'South Island Wildlife Hospital'}, 'get_age': None, 'get_life_stage': None, 'study_area': 'Waimakariri', 'band_combo': 'Black * on Grey', 'name': 'Andrew', 'birthday': '2015-01-01', 'primary_band': 'V-2628', 'date_modified': '2018-04-04T11:00:21.829692+12:00', 'date_imported': '2017-06-28T00:21:16+12:00'}","Banded, readable",Adult,Male,101,adult,False,male,41,2017-07-29,"{'type': 'Point', 'coordinates': [171.57565355300912, -42.90893159470639]}",14:00:00
7871,Yellow G on Black,readable,"{'slug': 'tuhura', 'status': 'Alive', 'sex': 'Male', 'bird_extended': {'description': 'Tuhura (meaning ""explore"") was banded at Deaths Corner in April 2017 as a fledgling. Valarie, Jane Goodall and Hopey were all banded at a similar time to Tuhura and some of them are likely to be his siblings.\r\n\r\nTuhura\'s name was chosen after a naming poll by Active Adventures who are one of the major sponsors of this project. \r\n\r\nUpdate August/September 2018: Wondering why Tuhura  - one of the most highly sighted kea - hasn\'t been seen for a while? He spends a lot of his time in the carpark overlooking the Otira Viaduct. In late August, he was hit by a car or had some sort of collision accident in the carpark and was found by the team looking very concussed, injured and worse for wear. We took him into the South Island Wildlife Hospital straight away and he has been treated by the wonderful team there. He has had to have eye surgery and now one eye has been removed. We\'ll provide more information as it comes to light.\r\n\r\nUpdate: October 2018: Tuhura is back! After amazing treatment by Dr Pauline and team after his accident, Tuhura was released back into the wild in mid October. He has regularly been seen by visitors and seems to be coping well with his missing eye, compensating in other ways. Please take special care around this bird as his responses are still compromised as he gets used to living with just one eye.', 'is_featured': True, 'sponsor_name': 'Active Adventures', 'sponsor_website': 'http://activeadventures.com/', 'profile_picture': {'large': 'https://media.keadatabase.nz/media/__sized__/birds/tuhura/tuhura2-crop-c0-45__0-28-500x500-70.jpg', 'thumbnail': 'https://media.keadatabase.nz/media/__sized__/birds/tuhura/tuhura2-crop-c0-45__0-28-350x250-70.jpg', 'full_size': 'https://media.keadatabase.nz/media/birds/tuhura/tuhura2.jpg'}, 'profile_picture_attribution': 'George Moon'}, 'get_age': 2, 'get_life_stage': 'Sub-Adult', 'study_area': 'Waimakariri', 'band_combo': 'Yellow G on Black', 'name': 'Tuhura', 'birthday': '2017-01-01', 'primary_band': 'V-2561', 'date_modified': '2018-04-04T11:00:42.640362+12:00', 'date_imported': '2017-08-04T17:36:42+12:00'}","Banded, readable",,,43,,False,,12,2017-07-28,"{'type': 'Point', 'coordinates': [171.55730724336874, -42.8873163574693]}",16:40:00
7872,Yellow : on Blue,readable,"{'slug': 'atawhai', 'status': 'Alive', 'sex': 'Undetermined', 'bird_extended': {'description': ""Atawhai (age 17) was walking the length of New Zealand during the summer of 2016/2017 and met up with the Kea Team who were working at Arthur's Pass. The team were busy on a roof replacing lead nails and flashings and enlisted Atawhai's help. He quickly became a valuable team member and helped catch and band a few kea later that day. He is the youngest person to walk the Te Araroa trail across NZ and the team named the kea that Atawhai caught after him."", 'is_featured': False, 'sponsor_name': None, 'sponsor_website': None, 'profile_picture': {'large': 'https://media.keadatabase.nz/media/__sized__/birds/atawhai/Atawhai17March2017b-crop-c0-5__0-5-500x500-70.JPG', 'thumbnail': 'https://media.keadatabase.nz/media/__sized__/birds/atawhai/Atawhai17March2017b-crop-c0-5__0-5-350x250-70.JPG', 'full_size': 'https://media.keadatabase.nz/media/birds/atawhai/Atawhai17March2017b.JPG'}, 'profile_picture_attribution': 'Atawhai Charteris'}, 'get_age': 2, 'get_life_stage': 'Sub-Adult', 'study_area': 'Waimakariri', 'band_combo': 'Yellow : on Blue', 'name': 'Atawhai', 'birthday': '2017-01-01', 'primary_band': 'V-1334', 'date_modified': '2018-04-04T11:00:22.383702+12:00', 'date_imported': '2017-06-28T00:21:37.435744+12:00'}","Banded, readable",,,44,,False,,12,2017-07-28,"{'type': 'Point', 'coordinates': [171.55730724336874, -42.8873163574693]}",16:40:00
7873,,unknown,,Couldn't tell,,,52,,False,,15,2017-07-28,"{'type': 'Point', 'coordinates': [171.48915767669683, -43.067382903688774]}",10:44:00
7874,,unknown,,Couldn't tell,,,50,,False,,15,2017-07-28,"{'type': 'Point', 'coordinates': [171.48915767669683, -43.067382903688774]}",10:44:00
7875,,unknown,,Couldn't tell,,,51,,False,,15,2017-07-28,"{'type': 'Point', 'coordinates': [171.48915767669683, -43.067382903688774]}",10:44:00
7876,,unbanded,,Not banded,Adult,,444,adult,False,,148,2017-07-28,"{'type': 'Point', 'coordinates': [166.67186737060516, -45.608476457136064]}",08:30:00
7877,,unbanded,,Not banded,Juvenile,,448,juvenile,False,,148,2017-07-28,"{'type': 'Point', 'coordinates': [166.67186737060516, -45.608476457136064]}",08:30:00
